H HEADER INFORMATION -------------------------------------------,,,,,,,,,,,,,
H DIRECTIONAL COMPANY:,PACESETTER DIRECTIONAL DRILLING LTD.,,,,,,,,,,,,
H COMPANY :,Pacific Canbriam Energy Limited,,,,,,,,,,,,
H FIELD   :,Altares (NAD 27),,,,,,,,,,,,
H SITE    :,Padsite: 15-12-84-26 W6M,,,,,,,,,,,,
H WELL    :,Pacific Canbriam HZ Altares A15-12-084-26,,,,,,,,,,,,
H WELLPATH:,Job# 24-D1181 - Leg 2,,,,,,,,,,,,
H DEPTHUNT:,m,,,,,,,,,,,,
H---------------------------------------------------------------- ,,,,,,,,,,,,,
H WELL INFORMATION,,,,,,,,,,,,,
H WELL EW MAP :,564387.02,,,,,,,,,,,,
H WELL NS MAP :,6236771.3,,,,,,,,,,,,
H KB ELEVN :,776.65,,,,,,,,,,,,
H GRD LVL :,770.4,,,,,,,,,,,,
H NORTH REF :,TRUE,,,,,,,,,,,,
H VSECT ANGLE :,104.6,,,,,,,,,,,,
H VSECT NORTH :,0,,,,,,,,,,,,
H VSECT EAST  :,0,,,,,,,,,,,,
H Grid Convergence at Surface is 0.865°.,,,,,,,,,,,,,
H TEXT FILE EXPORT DATE :,27-Oct-24,,,,,,,,,,,,
H---------------------------------------------------------------- ,,,,,,,,,,,,,
H SURVEY TYPE INFORMATION,,,,,,,,,,,,,
H  6.25 - 1084.26 FINAL SURVEYS : MWD+IFR1+MS-ROUNDLAB,,,,,,,,,,,,,
H  1100.68 - 4368.00 SURVEYS : MWD+IFR1+MS-ROUNDLAB,,,,,,,,,,,,,
H---------------------------------------------------------------- ,,,,,,,,,,,,,
H Survey List,,,,,,,,,,,,,
MD,Incl.,Azim.,TVD,Sub-Sea,NS,EW,VSEC,Dogleg,UTM(X),UTM(Y),Latitude,Longitude,Comment
2282.23,90.32,97.25,1623.04,-846.39,-365.21,653.09,724.07,0.4582,565045.32,6236416.11,56.27003,-121.94975, 
2301.33,90.15,96.51,1622.97,-846.32,-367.5,672.05,742.99,1.1926,565064.3,6236414.11,56.270009,-121.949444, 
2320.63,91.88,97.13,1622.62,-845.97,-369.79,691.21,762.11,2.8565,565083.49,6236412.11,56.269989,-121.949135, 
2339.82,92.75,100.06,1621.85,-845.2,-372.66,710.17,781.18,4.7745,565102.48,6236409.53,56.269963,-121.948829, 
2358.94,91.43,100.95,1621.15,-844.5,-376.14,728.95,800.24,2.4974,565121.31,6236406.34,56.269932,-121.948526, 
2378.21,89.93,100.33,1620.92,-844.27,-379.7,747.89,819.46,2.5268,565140.29,6236403.07,56.2699,-121.94822, 
2397.41,90.41,100.76,1620.86,-844.21,-383.21,766.76,838.61,1.0069,565159.21,6236399.84,56.269868,-121.947916, 
2416.73,89.57,100.3,1620.87,-844.22,-386.74,785.76,857.88,1.4871,565178.25,6236396.6,56.269836,-121.947609, 
2436.24,90.3,100.59,1620.89,-844.24,-390.28,804.95,877.34,1.2078,565197.48,6236393.35,56.269805,-121.9473, 
2455.46,91.13,100.48,1620.65,-844,-393.79,823.84,896.51,1.3069,565216.42,6236390.12,56.269773,-121.946995, 
2474.35,92.74,101.37,1620.01,-843.36,-397.37,842.38,915.35,2.9212,565235,6236386.83,56.269741,-121.946696, 
2493.29,91.21,100.9,1619.36,-842.71,-401.03,860.95,934.24,2.5351,565253.62,6236383.45,56.269708,-121.946396, 
2512.33,88.98,100.45,1619.33,-842.68,-404.55,879.66,953.24,3.5845,565272.37,6236380.21,56.269676,-121.946094, 
2531.84,89.1,100.09,1619.66,-843.01,-408.03,898.85,972.69,0.5834,565291.61,6236377.02,56.269645,-121.945784, 
2551.34,88.88,100.25,1620,-843.35,-411.47,918.04,992.13,0.4185,565310.85,6236373.87,56.269614,-121.945474, 
2570.44,88.78,98.76,1620.39,-843.74,-414.63,936.88,1011.15,2.3451,565329.72,6236371,56.269586,-121.94517, 
2589.63,87.7,97.87,1620.98,-844.33,-417.4,955.85,1030.21,2.1874,565348.73,6236368.52,56.269561,-121.944864, 
2608.64,90.78,99.04,1621.23,-844.58,-420.2,974.65,1049.11,5.1993,565367.56,6236366.01,56.269536,-121.944561, 
2627.89,87.9,100.59,1621.45,-844.8,-423.48,993.62,1068.29,5.0969,565386.57,6236363.01,56.269506,-121.944255, 
2647.08,87.35,100.93,1622.25,-845.6,-427.06,1012.45,1087.42,1.0106,565405.45,6236359.72,56.269474,-121.943951, 
2666.58,85.81,100.46,1623.41,-846.76,-430.67,1031.58,1106.84,2.4767,565424.62,6236356.4,56.269441,-121.943642, 
2676.33,86.84,100.55,1624.04,-847.39,-432.44,1041.15,1116.54,3.1813,565434.21,6236354.77,56.269425,-121.943488, 
2685.87,89.11,100.49,1624.37,-847.72,-434.18,1050.52,1126.05,7.1409,565443.61,6236353.17,56.26941,-121.943336, 
2695.44,90.77,99.62,1624.38,-847.73,-435.85,1059.94,1135.59,5.8751,565453.05,6236351.64,56.269395,-121.943184, 
2705.18,91.12,99.56,1624.22,-847.57,-437.48,1069.55,1145.29,1.0938,565462.67,6236350.17,56.26938,-121.943029, 
2724.38,89.2,99.57,1624.17,-847.52,-440.67,1088.48,1164.42,3,565481.64,6236347.26,56.269352,-121.942724, 
2733.83,86.54,98.48,1624.52,-847.87,-442.15,1097.8,1173.82,9.1249,565490.99,6236345.92,56.269338,-121.942573, 
2743.41,86.73,97.69,1625.08,-848.43,-443.49,1107.27,1183.32,2.5403,565500.47,6236344.72,56.269326,-121.94242, 
2752.96,88.96,96.94,1625.44,-848.79,-444.71,1116.74,1192.78,7.3902,565509.95,6236343.65,56.269315,-121.942268, 
2762.71,89.18,96.5,1625.6,-848.95,-445.85,1126.42,1202.44,1.5135,565519.64,6236342.66,56.269305,-121.942111, 
2781.98,87.75,95.85,1626.12,-849.47,-447.92,1145.57,1221.49,2.4453,565538.82,6236340.87,56.269286,-121.941802, 
2801.12,90.4,96.34,1626.42,-849.77,-449.95,1164.6,1240.42,4.224,565557.87,6236339.13,56.269268,-121.941495, 
2820.45,89.83,97.82,1626.39,-849.74,-452.33,1183.78,1259.58,2.4614,565577.08,6236337.04,56.269247,-121.941186, 
2839.54,90.64,97.62,1626.31,-849.66,-454.9,1202.7,1278.53,1.3111,565596.02,6236334.76,56.269223,-121.94088, 
2858.85,91.38,99.64,1625.97,-849.32,-457.8,1221.78,1297.73,3.3417,565615.14,6236332.15,56.269197,-121.940572, 
2878,90.3,98.74,1625.69,-849.04,-460.85,1240.68,1316.8,2.2023,565634.08,6236329.38,56.26917,-121.940267, 
2897.23,92.2,99.6,1625.27,-848.62,-463.92,1259.66,1335.93,3.2535,565653.1,6236326.61,56.269142,-121.939961, 
2916.48,91.64,99.36,1624.62,-847.97,-467.09,1278.64,1355.1,0.9494,565672.12,6236323.73,56.269114,-121.939655, 
2935.81,91.97,99.6,1624.01,-847.36,-470.27,1297.7,1374.34,0.6332,565691.21,6236320.83,56.269085,-121.939347, 
2955.02,92.69,99.49,1623.23,-846.58,-473.45,1316.62,1393.46,1.1374,565710.18,6236317.94,56.269057,-121.939042, 
2974.54,91.38,99.9,1622.54,-845.89,-476.74,1335.85,1412.89,2.1095,565729.45,6236314.94,56.269027,-121.938731, 
2993.58,91.35,100.6,1622.09,-845.44,-480.12,1354.58,1431.87,1.1036,565748.22,6236311.84,56.268996,-121.938429, 
3012.85,93.79,102.56,1621.22,-844.57,-483.99,1373.44,1451.1,4.8704,565767.13,6236308.26,56.268962,-121.938125, 
3032.37,91.75,103.52,1620.28,-843.63,-488.39,1392.43,1470.58,3.4643,565786.18,6236304.15,56.268922,-121.937818, 
3051.7,87.5,102.64,1620.4,-843.75,-492.76,1411.26,1489.9,6.7358,565805.06,6236300.07,56.268883,-121.937515, 
3061.47,86.02,101.94,1620.96,-844.31,-494.84,1420.79,1499.65,5.0257,565814.62,6236298.13,56.268864,-121.937361, 
3071.05,86.41,102.16,1621.59,-844.94,-496.83,1430.14,1509.2,1.4015,565823.99,6236296.28,56.268846,-121.93721, 
3080.8,87.79,102.29,1622.08,-845.43,-498.89,1439.65,1518.93,4.2649,565833.53,6236294.36,56.268828,-121.937056, 
3090.52,87.8,100.42,1622.46,-845.81,-500.81,1449.17,1528.62,5.7674,565843.08,6236292.59,56.26881,-121.936903, 
3100.08,88.17,100.59,1622.79,-846.14,-502.55,1458.57,1538.15,1.2776,565852.5,6236291,56.268795,-121.936751, 
3109.74,90.27,101.25,1622.92,-846.27,-504.38,1468.05,1547.79,6.8362,565862,6236289.31,56.268778,-121.936598, 
3119.3,92.14,102.23,1622.72,-846.07,-506.32,1477.41,1557.34,6.6248,565871.39,6236287.51,56.268761,-121.936447, 
3128.99,92.69,103.35,1622.31,-845.66,-508.46,1486.85,1567.01,3.8603,565880.85,6236285.51,56.268742,-121.936295, 
3138.53,92.41,103.68,1621.89,-845.24,-510.69,1496.12,1576.54,1.3602,565890.15,6236283.42,56.268722,-121.936145, 
3148.07,93.08,103.44,1621.43,-844.78,-512.93,1505.38,1586.07,2.2377,565899.44,6236281.33,56.268701,-121.935996, 
3157.82,93.91,103.1,1620.84,-844.19,-515.16,1514.85,1595.8,2.7591,565908.94,6236279.24,56.268681,-121.935843, 
3167.49,93.98,102.72,1620.17,-843.52,-517.32,1524.26,1605.44,1.196,565918.38,6236277.23,56.268662,-121.935691, 
3177.25,94.08,101.92,1619.49,-842.84,-519.39,1533.77,1615.17,2.4721,565927.91,6236275.29,56.268643,-121.935538, 
3187.01,94.11,101.39,1618.79,-842.14,-521.36,1543.3,1624.89,1.6276,565937.47,6236273.47,56.268626,-121.935384, 
3196.77,93.75,100.9,1618.12,-841.47,-523.24,1552.85,1634.61,1.8661,565947.05,6236271.73,56.268609,-121.93523, 
3206.33,93.49,100.13,1617.52,-840.87,-524.98,1562.24,1644.13,2.5458,565956.45,6236270.13,56.268593,-121.935078, 
3225.66,93.5,99.52,1616.34,-839.69,-528.27,1581.25,1663.36,0.9451,565975.51,6236267.13,56.268563,-121.934771, 
3245.12,92.56,98.71,1615.31,-838.66,-531.35,1600.43,1682.7,1.9118,565994.73,6236264.34,56.268536,-121.934462, 
3264.43,91.54,98.25,1614.62,-837.97,-534.2,1619.52,1701.89,1.7382,566013.85,6236261.79,56.26851,-121.934154, 
3283.76,93.91,97.32,1613.7,-837.05,-536.81,1638.65,1721.06,3.9506,566033.01,6236259.46,56.268486,-121.933845, 
3302.9,93.86,98.13,1612.4,-835.75,-539.38,1657.57,1740.01,1.2691,566051.96,6236257.18,56.268463,-121.93354, 
3322,96.23,98.2,1610.73,-834.08,-542.08,1676.4,1758.92,3.7241,566070.83,6236254.76,56.268439,-121.933236, 
3341.22,95.37,98.38,1608.78,-832.13,-544.84,1695.32,1777.92,1.3711,566089.78,6236252.29,56.268414,-121.93293, 
3360.71,93.68,98.09,1607.25,-830.6,-547.62,1714.55,1797.23,2.6391,566109.04,6236249.8,56.268389,-121.93262, 
3379.84,92.59,98.21,1606.2,-829.55,-550.33,1733.46,1816.21,1.7197,566127.98,6236247.38,56.268365,-121.932315, 
3399.27,91.24,98.1,1605.55,-828.9,-553.09,1752.68,1835.51,2.0913,566147.24,6236244.92,56.26834,-121.932005, 
3418.79,90.54,98.34,1605.25,-828.6,-555.88,1772,1854.91,1.1373,566166.59,6236242.42,56.268315,-121.931693, 
3438.03,89.74,98.33,1605.2,-828.55,-558.66,1791.04,1874.03,1.2475,566185.66,6236239.92,56.26829,-121.931386, 
3457.37,89.85,97.75,1605.27,-828.62,-561.37,1810.19,1893.24,0.9157,566204.84,6236237.51,56.268265,-121.931077, 
3476.68,92.58,97.43,1604.86,-828.21,-563.92,1829.32,1912.4,4.2703,566224,6236235.25,56.268242,-121.930768, 
3496,91.59,97.71,1604.16,-827.51,-566.46,1848.46,1931.56,1.5975,566243.17,6236232.99,56.268219,-121.930459, 
3515.33,88.89,97.11,1604.08,-827.43,-568.96,1867.63,1950.74,4.2926,566262.37,6236230.79,56.268197,-121.93015, 
3534.44,90.85,96.66,1604.12,-827.47,-571.25,1886.6,1969.68,3.157,566281.36,6236228.79,56.268176,-121.929844, 
3553.78,91.07,96.68,1603.79,-827.14,-573.49,1905.8,1988.83,0.3427,566300.59,6236226.83,56.268156,-121.929534, 
3572.94,89.09,96.18,1603.77,-827.12,-575.64,1924.84,2007.79,3.1975,566319.66,6236224.97,56.268137,-121.929226, 
3592.1,86.5,96.02,1604.51,-827.86,-577.67,1943.88,2026.73,4.063,566338.71,6236223.23,56.268118,-121.928919, 
3611.42,88.05,97.06,1605.42,-828.77,-579.87,1963.05,2045.83,2.8974,566357.91,6236221.32,56.268099,-121.92861, 
3630.73,89.74,97.38,1605.8,-829.15,-582.3,1982.2,2064.98,2.6722,566377.09,6236219.18,56.268077,-121.928301, 
3649.87,90.26,97.64,1605.8,-829.15,-584.8,2001.18,2083.97,0.9112,566396.1,6236216.97,56.268054,-121.927994, 
3669.03,91.96,98.05,1605.42,-828.77,-587.41,2020.15,2102.99,2.7381,566415.1,6236214.64,56.268031,-121.927688, 
3687.93,95.12,100.09,1604.26,-827.61,-590.39,2038.78,2121.77,5.9667,566433.76,6236211.95,56.268004,-121.927388, 
3706.91,92.03,99.8,1603.07,-826.42,-593.66,2057.44,2140.64,4.9055,566452.46,6236208.96,56.267974,-121.927087, 
3725.95,92.19,100.26,1602.37,-825.72,-596.97,2076.17,2159.61,0.7669,566471.24,6236205.93,56.267945,-121.926784, 
3745.19,92.84,99.99,1601.53,-824.88,-600.35,2095.09,2178.77,1.0973,566490.2,6236202.84,56.267914,-121.926479, 
3764.1,90.4,99.74,1600.99,-824.34,-603.59,2113.71,2197.61,3.8912,566508.86,6236199.89,56.267885,-121.926178, 
3782.95,91.62,99.14,1600.66,-824.01,-606.68,2132.31,2216.38,2.1637,566527.49,6236197.08,56.267857,-121.925878, 
3801.94,93.26,99.94,1599.85,-823.2,-609.82,2151.02,2235.28,2.8821,566546.24,6236194.22,56.267829,-121.925576, 
3821.15,94.07,100.04,1598.63,-821.98,-613.15,2169.9,2254.39,1.2745,566565.16,6236191.18,56.267799,-121.925272, 
3840.3,90.28,98.93,1597.9,-821.25,-616.3,2188.77,2273.44,6.1863,566584.07,6236188.31,56.26777,-121.924967, 
3859.56,88.59,96.54,1598.09,-821.44,-618.89,2207.85,2292.56,4.5592,566603.18,6236186.01,56.267747,-121.924659, 
3878.82,90.09,96.51,1598.31,-821.66,-621.08,2226.98,2311.63,2.3369,566622.34,6236184.11,56.267727,-121.924351, 
3898.07,88.46,96.66,1598.55,-821.9,-623.29,2246.1,2330.69,2.551,566641.49,6236182.19,56.267707,-121.924042, 
3917.32,88.07,97.31,1599.14,-822.49,-625.63,2265.2,2349.76,1.1809,566660.61,6236180.14,56.267686,-121.923734, 
3935.91,89.06,96.86,1599.6,-822.95,-627.92,2283.64,2368.18,1.7548,566679.08,6236178.13,56.267666,-121.923436, 
3954.74,85.57,96.66,1600.49,-823.84,-630.13,2302.32,2386.81,5.5694,566697.78,6236176.2,56.267646,-121.923135, 
3973.71,87.77,97.48,1601.59,-824.94,-632.47,2321.11,2405.59,3.7122,566716.6,6236174.15,56.267625,-121.922832, 
3992.55,88.93,96.49,1602.13,-825.48,-634.76,2339.8,2424.25,2.4279,566735.32,6236172.14,56.267604,-121.92253, 
4011.81,88.7,96.24,1602.53,-825.88,-636.89,2358.94,2443.31,0.5291,566754.48,6236170.3,56.267585,-121.922221, 
4030.96,88.75,97.01,1602.95,-826.3,-639.1,2377.96,2462.27,1.2085,566773.52,6236168.38,56.267565,-121.921914, 
4050.13,89.54,97.12,1603.24,-826.59,-641.46,2396.98,2481.27,1.2482,566792.57,6236166.31,56.267543,-121.921607, 
4069.31,89.94,97.39,1603.33,-826.68,-643.88,2416.01,2500.29,0.7548,566811.62,6236164.17,56.267522,-121.9213, 
4088.6,89.89,98.32,1603.36,-826.71,-646.52,2435.11,2519.45,1.4484,566830.76,6236161.83,56.267498,-121.920992, 
4107.72,90.71,98.6,1603.26,-826.61,-649.33,2454.03,2538.46,1.3595,566849.71,6236159.3,56.267473,-121.920687, 
4126.83,90.14,98.19,1603.11,-826.46,-652.12,2472.93,2557.46,1.1022,566868.65,6236156.8,56.267447,-121.920382, 
4145.93,90,97.68,1603.09,-826.44,-654.75,2491.85,2576.43,0.8307,566887.59,6236154.45,56.267424,-121.920076, 
4165.06,89.71,96.47,1603.14,-826.49,-657.11,2510.83,2595.39,1.9513,566906.6,6236152.38,56.267402,-121.91977, 
4184.17,90.78,96.12,1603.06,-826.41,-659.21,2529.83,2614.3,1.7673,566925.62,6236150.57,56.267383,-121.919463, 
4203.41,92.01,97.11,1602.59,-825.94,-661.42,2548.93,2633.35,2.4616,566944.75,6236148.65,56.267363,-121.919155, 
4222.52,91.35,98.89,1602.03,-825.38,-664.08,2567.85,2652.32,2.9791,566963.7,6236146.27,56.267339,-121.91885, 
4241.5,90.01,99.96,1601.8,-825.15,-667.19,2586.57,2671.22,2.7103,566982.46,6236143.45,56.267311,-121.918548, 
4260.5,90.03,99.93,1601.8,-825.15,-670.47,2605.28,2690.16,0.0569,567001.21,6236140.45,56.267282,-121.918246, 
4279.46,89.43,99.53,1601.89,-825.24,-673.67,2623.97,2709.05,1.141,567019.94,6236137.53,56.267253,-121.917944, 
4298.4,89.49,99.05,1602.06,-825.41,-676.73,2642.66,2727.91,0.7662,567038.67,6236134.76,56.267225,-121.917643, 
4317.83,90.58,98.58,1602.05,-825.4,-679.71,2661.86,2747.24,1.8327,567057.9,6236132.07,56.267199,-121.917333, 
4337.09,90.93,97.91,1601.8,-825.15,-682.47,2680.92,2766.38,1.1773,567077,6236129.6,56.267174,-121.917025, 
4350,91.4,97.4,1601.54,-824.89,-684.19,2693.71,2779.19,1.6115,567089.81,6236128.07,56.267158,-121.916819,Last Survey - Oct 27 2024
4368,91.4,97.4,1601.1,-824.45,-686.51,2711.56,2797.04,0,567107.68,6236126.03,56.267137,-121.916531,Extrap to TD
